,genen,like,genem
9694,26009,7493,1
9695,26009,4953,1
9696,26009,47414,1
9697,26009,2913,1
9698,26009,50707,1
9699,26009,41780,1
9700,26009,45279,1
9701,26009,22157,1
9702,26009,9748,1
9703,26009,31158,1
9704,26009,11851,1
9705,26009,15989,1
9706,26009,21571,1
9707,26009,44854,1
9708,26009,28121,1
9709,26009,42841,1
9710,26009,25037,1
9711,26009,15626,1
9712,26009,4608,1
9713,26009,23201,1
9714,26009,4936,1
9715,26009,45474,1
9716,26009,24789,1
9717,26009,17255,1
9718,26009,36922,1
9719,26009,86,1
9720,26009,1169,1
9721,26009,6802,1
9722,26009,40355,1
9723,26009,53368,1
9724,26009,49264,1
9725,26009,46713,1
9726,26009,50,1
9727,26009,406,1
9728,26009,31106,1
9729,26009,48894,1
9730,26009,26208,1
9731,26009,22617,1
9732,26009,1228,1
9733,26009,45153,1
9734,26031,34205,1
9735,26065,15933,1
9736,26079,11013,1
9737,26080,366,1
9738,26080,3817,1
9739,26080,41829,1
9740,26096,12032,1
9741,26096,13592,1
9742,26096,18758,1
9743,26096,10068,1
9744,26116,17255,1
9745,26130,18578,1
9746,26137,11013,1
9747,26152,11013,1
9748,26152,28904,1
9749,26156,1690,1
9750,26163,12541,1
9751,26163,13430,1
9752,26163,46085,1
9753,26163,18011,1
9754,26163,34205,1
9755,26163,28904,1
9756,26178,25761,1
9757,26184,31238,1
9758,26195,17255,1
9759,26198,44340,1
9760,26199,7482,1
9761,26199,47396,1
9762,26199,94,1
9763,26199,28686,1
9764,26199,20996,1
9765,26199,25821,1
9766,26200,31138,1
9767,26218,34205,1
9768,26218,38180,1
9769,26218,28904,1
9770,26239,53373,1
9771,26246,38180,1
9772,26260,6295,1
9773,26260,11461,1
9774,26264,20708,1
9775,26264,24309,1
9776,26264,36538,1
9777,26264,17057,1
9778,26264,30154,1
9779,26264,28523,1
9780,26264,36964,1
9781,26264,50065,1
9782,26264,31554,1
9783,26264,5894,1
9784,26264,7103,1
9785,26264,11637,1
9786,26264,32274,1
9787,26264,748,1
9788,26264,27811,1
9789,26264,6239,1
9790,26264,53130,1
9791,26264,17189,1
9792,26264,39252,1
9793,26264,5832,1
9794,26264,33634,1
9795,26264,26605,1
9796,26264,36138,1
9797,26264,18867,1
9798,26264,43899,1
9799,26264,36569,1
9800,26264,50364,1
9801,26264,4735,1
9802,26264,5710,1
9803,26264,29132,1
9804,26264,32161,1
9805,26264,38511,1
9806,26264,14379,1
9807,26264,20251,1
9808,26264,1074,1
9809,26264,42766,1
9810,26264,41357,1
9811,26266,47154,1
9812,26266,33634,1
9813,26266,33497,1
9814,26266,53323,1
9815,26266,44754,1
9816,26266,10496,1
9817,26266,16197,1
9818,26266,30291,1
9819,26266,48001,1
9820,26266,33797,1
9821,26266,23573,1
9822,26266,36138,1
9823,26266,7031,1
9824,26266,417,1
9825,26266,3452,1
9826,26266,28253,1
9827,26266,5894,1
9828,26266,39252,1
9829,26266,16713,1
9830,26266,5710,1
9831,26266,26264,1
9832,26285,28904,1
9833,26285,38180,1
9834,26298,15818,1
9835,26306,31382,1
9836,26323,17255,1
9837,26323,33913,1
9838,26324,4779,1
9839,26326,17255,1
9840,26329,44854,1
9841,26337,17640,1
9842,26348,1036,1
9843,26348,44551,1
9844,26365,18190,1
9845,26365,12019,1
9846,26391,4989,1
9847,26391,17255,1
9848,26393,17309,1
9849,26393,27278,1
9850,26393,29942,1
9851,26393,51662,1
9852,26393,50885,1
9853,26393,8066,1
9854,26393,31169,1
9855,26393,38069,1
9856,26393,41308,1
9857,26393,42146,1
9858,26393,21293,1
9859,26393,4610,1
9860,26393,27582,1
9861,26393,46146,1
9862,26393,17227,1
9863,26393,3452,1
9864,26393,32157,1
9865,26393,1593,1
9866,26393,5330,1
9867,26393,17628,1
9868,26393,18967,1
9869,26393,37951,1
9870,26393,18799,1
9871,26393,15940,1
9872,26393,8089,1
9873,26393,50130,1
9874,26393,18856,1
9875,26393,28904,1
9876,26393,3217,1
9877,26393,41304,1
9878,26393,50911,1
9879,26393,17991,1
9880,26393,10838,1
9881,26393,6728,1
9882,26393,29856,1
9883,26393,22844,1
9884,26393,26013,1
9885,26393,14896,1
9886,26393,15143,1
9887,26393,23681,1
9888,26393,28209,1
9889,26393,33704,1
9890,26393,30310,1
9891,26393,30660,1
9892,26393,52929,1
9893,26393,41485,1
9894,26393,36072,1
9895,26393,3827,1
9896,26393,41200,1
9897,26393,28686,1
9898,26393,45630,1
9899,26393,21975,1
9900,26393,31591,1
9901,26393,29640,1
9902,26393,34959,1
9903,26393,49511,1
9904,26393,13795,1
9905,26393,748,1
9906,26393,47652,1
9907,26393,6750,1
9908,26393,10166,1
9909,26393,32356,1
9910,26393,16644,1
9911,26393,25745,1
9912,26393,17931,1
9913,26393,15910,1
9914,26393,45165,1
9915,26393,44095,1
9916,26393,39209,1
9917,26393,45426,1
9918,26393,5158,1
9919,26393,51610,1
9920,26393,10495,1
9921,26393,34535,1
9922,26393,48002,1
9923,26393,18716,1
9924,26393,27765,1
9925,26404,34205,1
9926,26409,32566,1
9927,26409,21142,1
9928,26409,46638,1
9929,26410,23668,1
9930,26410,44167,1
9931,26410,908,1
9932,26410,25309,1
9933,26410,34205,1
9934,26410,33653,1
9935,26410,28904,1
9936,26410,35614,1
9937,26410,24894,1
9938,26426,29545,1
9939,26426,17988,1
9940,26426,46719,1
9941,26426,47370,1
9942,26426,12104,1
9943,26426,36439,1
9944,26426,28612,1
9945,26426,1029,1
9946,26446,51979,1
9947,26451,34205,1
9948,26453,26393,1
9949,26468,11013,1
9950,26481,34205,1
9951,26481,44021,1
9952,26481,18051,1
9953,26492,46830,1
9954,26495,5956,1
9955,26495,2925,1
9956,26495,33505,1
9957,26495,53099,1
9958,26511,31639,1
9959,26511,46146,1
9960,26511,52077,1
9961,26511,38255,1
9962,26511,4523,1
9963,26511,8942,1
9964,26511,9754,1
9965,26511,45617,1
9966,26511,29640,1
9967,26516,27457,1
9968,26517,3857,1
9969,26519,38180,1
9970,26549,17255,1
9971,26549,28904,1
9972,26549,43900,1
9973,26549,38180,1
9974,26550,28904,1
9975,26555,17255,1
9976,26561,47230,1
9977,26575,1458,1
9978,26582,6259,1
9979,26594,11013,1
9980,26594,17255,1
9981,26615,38180,1
9982,26621,33797,1
9983,26631,11013,1
9984,26640,17255,1
9985,26645,17255,1
9986,26646,16194,1
9987,26656,7013,1
9988,26660,7220,1
9989,26660,1129,1
9990,26660,4854,1
9991,26682,8097,1
9992,26688,22293,1
9993,26688,53401,1
9994,26689,51170,1
9995,26689,43772,1
9996,26689,13925,1
9997,26689,5244,1
9998,26699,31654,1
9999,26699,38255,1
10000,26699,45813,1
10001,26699,43899,1
10002,26699,45495,1
10003,26699,41742,1
10004,26704,53401,1
10005,26708,40053,1
10006,26708,23201,1
10007,26708,42228,1
10008,26708,1228,1
10009,26708,8175,1
10010,26708,48092,1
10011,26708,33610,1
10012,26708,22792,1
10013,26708,43395,1
10014,26708,8571,1
10015,26708,15818,1
10016,26708,19402,1
10017,26708,41673,1
10018,26708,29509,1
10019,26708,6548,1
10020,26708,53,1
10021,26708,1206,1
10022,26708,44768,1
10023,26708,45153,1
10024,26708,28121,1
10025,26708,34411,1
10026,26708,25826,1
10027,26708,14672,1
10028,26708,38245,1
10029,26708,46881,1
10030,26708,41236,1
10031,26708,2922,1
10032,26708,1895,1
10033,26708,40355,1
10034,26708,13301,1
10035,26708,22617,1
10036,26708,47414,1
10037,26708,13751,1
10038,26708,46831,1
10039,26708,53368,1
10040,26708,44396,1
10041,26708,20636,1
10042,26708,26208,1
10043,26708,46713,1
10044,26708,16279,1
10045,26708,13561,1
10046,26708,406,1
10047,26708,13431,1
10048,26708,576,1
10049,26708,7493,1
10050,26708,50,1
10051,26708,43339,1
10052,26708,45474,1
10053,26708,41780,1
10054,26708,10225,1
10055,26708,11851,1
10056,26708,49903,1
10057,26708,36655,1
10058,26708,48598,1
10059,26708,24676,1
10060,26708,2576,1
10061,26708,49948,1
10062,26708,48894,1
10063,26708,40845,1
10064,26708,4892,1
10065,26708,10963,1
10066,26708,38986,1
10067,26708,12515,1
10068,26708,41728,1
10069,26708,26613,1
10070,26708,18619,1
10071,26708,52526,1
10072,26708,46276,1
10073,26708,29159,1
10074,26708,49054,1
10075,26717,34137,1
10076,26736,18246,1
10077,26736,52417,1
10078,26736,45767,1
10079,26736,4126,1
10080,26736,47485,1
10081,26741,15646,1
10082,26748,52697,1
10083,26748,17255,1
10084,26748,22016,1
10085,26767,34205,1
10086,26767,38180,1
10087,26776,34205,1
10088,26776,28904,1
10089,26787,20243,1
10090,26787,7181,1
10091,26787,38947,1
10092,26787,37027,1
10093,26788,32716,1
10094,26808,43832,1
10095,26821,42160,1
10096,26825,43832,1
10097,26825,6560,1
10098,26825,46085,1
10099,26825,21014,1
10100,26825,34205,1
10101,26825,38180,1
10102,26825,17255,1
10103,26825,16900,1
10104,26825,11443,1
10105,26837,34205,1
10106,26837,28904,1
10107,26855,28904,1
10108,26864,28904,1
10109,26864,38180,1
10110,26864,17315,1
10111,26868,34411,1
10112,26868,50710,1
10113,26868,41396,1
10114,26873,50322,1
10115,26899,11295,1
10116,26899,9311,1
10117,26899,28904,1
10118,26899,30378,1
10119,26899,37109,1
10120,26905,17311,1
10121,26905,45962,1
10122,26905,48246,1
10123,26905,52911,1
10124,26905,10073,1
10125,26905,7935,1
10126,26905,7524,1
10127,26905,5400,1
10128,26905,30635,1
10129,26905,14379,1
10130,26905,12562,1
10131,26905,7031,1
10132,26905,7103,1
10133,26905,49610,1
10134,26905,6752,1
10135,26905,50590,1
10136,26905,32691,1
10137,26905,24309,1
10138,26905,49750,1
10139,26905,21257,1
10140,26905,40298,1
10141,26910,35635,1
10142,26910,17931,1
10143,26910,19414,1
10144,26920,19352,1
10145,26923,27098,1
10146,26942,38480,1
10147,26942,12995,1
10148,26948,14041,1
10149,26981,33245,1
10150,26986,36444,1
10151,26986,38180,1
10152,26986,28904,1
10153,26986,34205,1
10154,26986,47011,1
10155,26986,19265,1
10156,26988,24894,1
10157,26989,46910,1
10158,26989,43899,1
10159,26998,17255,1
10160,26998,34205,1
10161,27010,34205,1
10162,27017,31138,1
10163,27026,40416,1
10164,27031,6713,1
10165,27042,11042,1
10166,27043,17255,1
10167,27052,11851,1
10168,27087,35318,1
10169,27098,33603,1
10170,27103,3588,1
10171,27106,41860,1
10172,27123,23058,1
10173,27123,5462,1
10174,27123,51521,1
10175,27133,16808,1
10176,27133,4087,1
10177,27133,7652,1
10178,27133,10872,1
10179,27173,28904,1
10180,27173,34205,1
10181,27180,41047,1
10182,27180,8119,1
10183,27180,45161,1
10184,27180,50283,1
10185,27180,25107,1
10186,27180,34706,1
10187,27180,36804,1
10188,27180,27710,1
10189,27180,706,1
10190,27180,31169,1
10191,27180,27590,1
10192,27180,26393,1
10193,27201,26393,1
10194,27216,7103,1
10195,27216,47574,1
10196,27216,28904,1
10197,27216,34205,1
10198,27216,748,1
10199,27216,38180,1
10200,27224,46874,1
10201,27224,3907,1
10202,27224,19238,1
10203,27224,17255,1
10204,27224,11170,1
10205,27224,49649,1
10206,27224,20251,1
10207,27224,10496,1
10208,27224,34479,1
10209,27224,26905,1
10210,27224,25309,1
10211,27224,26009,1
10212,27224,22943,1
10213,27224,23365,1
10214,27224,17311,1
10215,27224,34390,1
10216,27224,36138,1
10217,27224,41047,1
10218,27224,1701,1
10219,27224,15619,1
10220,27224,45843,1
10221,27224,49774,1
10222,27224,3452,1
10223,27224,16242,1
10224,27224,11851,1
10225,27224,19519,1
10226,27224,51254,1
10227,27224,6901,1
10228,27224,19265,1
10229,27224,22322,1
10230,27224,32609,1
10231,27224,42766,1
10232,27224,50425,1
10233,27224,32729,1
10234,27224,43722,1
10235,27224,36824,1
10236,27224,9654,1
10237,27224,40331,1
10238,27224,37109,1
10239,27224,5673,1
10240,27224,2665,1
10241,27224,40859,1
10242,27224,26910,1
10243,27224,27489,1
10244,27224,29846,1
10245,27224,8416,1
10246,27224,35614,1
10247,27224,12760,1
10248,27224,42816,1
10249,27224,29141,1
10250,27224,32553,1
10251,27224,39252,1
10252,27224,52417,1
10253,27224,11094,1
10254,27224,49750,1
10255,27224,38896,1
10256,27224,36483,1
10257,27224,33634,1
10258,27224,35140,1
10259,27224,45772,1
10260,27224,41456,1
10261,27224,652,1
10262,27224,46087,1
10263,27224,7935,1
10264,27224,45101,1
10265,27224,49867,1
10266,27224,12150,1
10267,27224,1245,1
10268,27224,48002,1
10269,27224,17875,1
10270,27224,19414,1
10271,27224,6713,1
10272,27224,10214,1
10273,27224,7103,1
10274,27224,30374,1
10275,27224,35635,1
10276,27224,21125,1
10277,27234,28904,1
10278,27234,34205,1
10279,27239,15626,1
10280,27239,37102,1
10281,27243,9228,1
10282,27271,28904,1
10283,27271,34205,1
10284,27278,45630,1
10285,27278,17712,1
10286,27278,22184,1
10287,27278,3452,1
10288,27278,13990,1
10289,27278,4610,1
10290,27278,37951,1
10291,27278,10495,1
10292,27278,2198,1
10293,27278,12461,1
10294,27278,46713,1
10295,27280,17255,1
10296,27285,10833,1
10297,27290,7320,1
10298,27292,35425,1
10299,27292,12091,1
10300,27305,25874,1
10301,27325,30291,1
10302,27325,1701,1
10303,27338,53401,1
10304,27360,43704,1
10305,27367,17255,1
10306,27390,26393,1
10307,27410,1036,1
10308,27433,28904,1
10309,27454,47479,1
10310,27454,43900,1
10311,27454,21939,1
10312,27454,45101,1
10313,27454,12995,1
10314,27457,37619,1
10315,27457,43608,1
10316,27457,14977,1
10317,27467,28031,1
10318,27475,34205,1
10319,27487,10375,1
10320,27487,29640,1
10321,27487,3904,1
10322,27487,53331,1
10323,27487,53432,1
10324,27488,25616,1
10325,27488,17255,1
10326,27488,25565,1
10327,27488,43635,1
10328,27488,49867,1
10329,27488,6011,1
10330,27488,49156,1
10331,27488,11013,1
10332,27488,47207,1
10333,27489,11384,1
10334,27489,7329,1
10335,27489,748,1
10336,27496,22037,1
10337,27506,33704,1
10338,27506,28062,1
10339,27506,43806,1
10340,27527,31138,1
10341,27533,31143,1
10342,27533,24248,1
10343,27533,2740,1
10344,27535,37944,1
10345,27547,11013,1
10346,27547,28904,1
10347,27547,38180,1
10348,27547,34205,1
10349,27563,34205,1
10350,27563,38180,1
10351,27563,28904,1
10352,27572,34205,1
10353,27572,28904,1
10354,27582,29640,1
10355,27582,41641,1
10356,27582,26699,1
10357,27582,40009,1
10358,27609,16463,1
10359,27609,1934,1
10360,27609,51412,1
10361,27609,47054,1
10362,27609,1423,1
10363,27622,34947,1
10364,27630,31138,1
10365,27638,34205,1
10366,27638,28904,1
10367,27644,44583,1
10368,27671,32241,1
10369,27671,35804,1
10370,27671,19359,1
10371,27681,47994,1
10372,27681,39214,1
10373,27683,29838,1
10374,27683,7320,1
10375,27703,33797,1
10376,27710,34205,1
10377,27710,28209,1
10378,27710,36572,1
10379,27710,49038,1
10380,27710,17255,1
10381,27710,13986,1
10382,27710,1739,1
10383,27710,28104,1
10384,27712,40732,1
10385,27712,7259,1
10386,27729,15743,1
10387,27738,8676,1
10388,27738,25020,1
10389,27738,29684,1
10390,27738,22936,1
10391,27738,36569,1
10392,27738,49610,1
10393,27738,26905,1
10394,27738,748,1
10395,27738,6903,1
10396,27738,1198,1
10397,27738,3452,1
10398,27738,19265,1
10399,27738,36824,1
10400,27738,49977,1
10401,27738,27224,1
10402,27738,39786,1
10403,27738,24309,1
10404,27738,34390,1
10405,27738,7103,1
10406,27738,45101,1
10407,27738,32274,1
10408,27738,47442,1
10409,27738,16197,1
10410,27738,28915,1
10411,27738,19414,1
10412,27738,29809,1
10413,27738,30154,1
10414,27738,13400,1
10415,27738,27952,1
10416,27748,42191,1
10417,27749,22259,1
10418,27749,39302,1
10419,27749,5832,1
10420,27749,50640,1
10421,27749,21142,1
10422,27749,39227,1
10423,27749,18044,1
10424,27757,39784,1
10425,27765,17931,1
10426,27765,7950,1
10427,27765,17309,1
10428,27765,26199,1
10429,27765,13428,1
10430,27765,41485,1
10431,27765,2088,1
10432,27765,51122,1
10433,27765,7327,1
10434,27765,39066,1
10435,27765,16487,1
10436,27765,46146,1
10437,27765,47396,1
10438,27765,48612,1
10439,27765,19973,1
10440,27765,39555,1
10441,27765,31591,1
10442,27765,27849,1
10443,27765,9754,1
10444,27773,41392,1
10445,27775,34205,1
10446,27775,50364,1
10447,27798,17255,1
10448,27803,3019,1
10449,27804,34205,1
10450,27804,38180,1
10451,27804,49075,1
10452,27810,19265,1
10453,27811,748,1
10454,27811,53323,1
10455,27812,40355,1
10456,27812,40053,1
10457,27812,16111,1
10458,27812,45153,1
10459,27812,26613,1
10460,27812,18619,1
10461,27812,29509,1
10462,27812,46713,1
10463,27812,44768,1
10464,27812,41236,1
10465,27812,24,1
10466,27812,45353,1
10467,27812,11851,1
10468,27812,28271,1
10469,27812,18900,1
10470,27812,28121,1
10471,27812,46831,1
10472,27812,40845,1
10473,27812,41728,1
10474,27812,13561,1
10475,27812,2922,1
10476,27812,49948,1
10477,27812,36922,1
10478,27812,21571,1
10479,27812,22255,1
10480,27812,49054,1
10481,27812,5767,1
10482,27812,19907,1
10483,27812,49264,1
10484,27812,46189,1
10485,27812,4608,1
10486,27812,20636,1
10487,27812,24789,1
10488,27812,4892,1
10489,27812,11013,1
10490,27812,25037,1
10491,27812,42228,1
10492,27812,22157,1
10493,27812,46276,1
10494,27812,45474,1
10495,27812,41673,1
10496,27812,1228,1
10497,27812,2913,1
10498,27812,53,1
10499,27813,34205,1
10500,27849,50283,1
10501,27849,27180,1
10502,27849,13892,1
10503,27849,24847,1
10504,27849,31591,1
10505,27849,36050,1
10506,27849,29915,1
10507,27849,40219,1
10508,27849,2088,1
10509,27849,22334,1
10510,27849,41308,1
10511,27849,20637,1
10512,27849,7482,1
10513,27849,872,1
10514,27849,14896,1
10515,27860,17808,1
10516,27860,47196,1
10517,27870,17255,1
10518,27871,51564,1
10519,27871,6522,1
10520,27883,2750,1
10521,27883,27683,1
10522,27888,28504,1
10523,27902,31463,1
10524,27902,11810,1
10525,27902,18677,1
10526,27902,38494,1
10527,27902,819,1
10528,27902,32984,1
10529,27902,19928,1
10530,27902,10872,1
10531,27902,16808,1
10532,27902,38728,1
10533,27902,27133,1
10534,27902,4087,1
10535,27902,25837,1
10536,27902,29970,1
10537,27902,17931,1
10538,27902,41308,1
10539,27902,47994,1
10540,27902,25426,1
10541,27902,17311,1
10542,27902,47305,1
10543,27921,34205,1
10544,27921,38180,1
10545,27938,28686,1
10546,27938,51261,1
10547,27944,5212,1
10548,27944,34205,1
10549,27952,47479,1
10550,27952,21575,1
10551,27958,17255,1
10552,27971,38180,1
10553,27976,38180,1
10554,27976,34205,1
10555,27976,28904,1
10556,27976,11013,1
10557,27977,31238,1
10558,27985,48184,1
10559,27985,19774,1
10560,27991,34981,1
10561,27998,30401,1
10562,28008,734,1
10563,28009,17255,1
10564,28019,17255,1
10565,28031,76,1
10566,28031,24203,1
10567,28034,40381,1
10568,28035,2562,1
10569,28035,23573,1
10570,28055,34205,1
10571,28055,47184,1
10572,28072,29453,1
10573,28077,19360,1
10574,28082,53401,1
10575,28086,50532,1
10576,28103,17255,1
10577,28104,23668,1
10578,28104,11824,1
10579,28104,28904,1
10580,28104,12187,1
10581,28104,25356,1
10582,28104,34205,1
10583,28104,38180,1
10584,28118,31138,1
10585,28127,19265,1
10586,28127,50924,1
10587,28139,24066,1
10588,28141,25713,1
10589,28141,2400,1
10590,28150,19265,1
10591,28156,17255,1
10592,28156,52386,1
10593,28156,42649,1
10594,28159,9311,1
10595,28159,51254,1
10596,28164,999,1
10597,28164,43900,1
10598,28164,18116,1
10599,28175,37102,1
10600,28175,48386,1
10601,28175,4610,1
10602,28175,48387,1
10603,28185,34205,1
10604,28197,34205,1
10605,28197,28904,1
10606,28200,12063,1
10607,28202,10127,1
10608,28202,42737,1
10609,28202,23280,1
10610,28209,652,1
10611,28209,36327,1
10612,28240,34205,1
10613,28240,21947,1
10614,28240,28904,1
10615,28241,31138,1
10616,28241,31808,1
10617,28241,37363,1
10618,28245,42413,1
10619,28256,34205,1
10620,28256,28904,1
10621,28265,32544,1
10622,28271,20243,1
10623,28271,6713,1
10624,28271,21188,1
10625,28271,51254,1
10626,28289,38180,1
10627,28289,28904,1
10628,28289,34205,1
10629,28298,31138,1
10630,28301,34205,1
10631,28301,17255,1
10632,28301,38180,1
10633,28302,53401,1
10634,28302,34205,1
10635,28310,28904,1
10636,28320,47479,1
10637,28322,14717,1
10638,28325,28904,1
10639,28330,28104,1
10640,28330,50382,1
10641,28330,49287,1
10642,28330,4927,1
10643,28330,10049,1
10644,28330,19640,1
10645,28330,16961,1
10646,28342,34205,1
10647,28342,53145,1
10648,28342,8196,1
10649,28342,47377,1
10650,28356,17255,1
10651,28361,25616,1
10652,28361,49867,1
10653,28361,49750,1
10654,28361,6011,1
10655,28361,50879,1
10656,28400,7804,1
10657,28400,21879,1
10658,28407,47071,1
10659,28415,10074,1
10660,28415,16566,1
10661,28415,11458,1
10662,28415,7894,1
10663,28415,12618,1
10664,28448,1995,1
10665,28463,7179,1
10666,28486,39786,1
10667,28486,21125,1
10668,28486,11276,1
10669,28486,5894,1
10670,28486,30214,1
10671,28486,22938,1
10672,28486,24309,1
10673,28486,17865,1
10674,28486,36569,1
10675,28486,3452,1
10676,28486,13986,1
10677,28486,33797,1
10678,28486,52743,1
10679,28486,10496,1
10680,28486,36138,1
10681,28486,25047,1
10682,28495,38986,1
10683,28532,51119,1
10684,28532,28281,1
10685,28542,2980,1
10686,28543,44768,1
10687,28543,15818,1
10688,28543,29509,1
10689,28543,46831,1
10690,28543,2913,1
10691,28543,40355,1
10692,28543,13936,1
10693,28543,406,1
10694,28543,29159,1
10695,28543,12098,1
10696,28543,12515,1
10697,28543,53,1
10698,28543,49405,1
10699,28543,11609,1
10700,28543,45153,1
10701,28543,24789,1
10702,28543,7493,1
10703,28543,40053,1
10704,28543,1616,1
10705,28543,38245,1
10706,28543,24676,1
10707,28543,38673,1
10708,28543,41673,1
10709,28543,6548,1
10710,28543,22617,1
10711,28543,1455,1
10712,28543,13561,1
10713,28543,4608,1
10714,28543,22255,1
10715,28543,43339,1
10716,28543,29374,1
10717,28543,46276,1
10718,28543,43395,1
10719,28543,5767,1
10720,28543,44854,1
10721,28543,19402,1
10722,28543,12481,1
10723,28543,13431,1
10724,28543,16682,1
10725,28543,24,1
10726,28543,10963,1
10727,28543,9748,1
10728,28543,31106,1
10729,28543,46881,1
10730,28543,21571,1
10731,28543,14672,1
10732,28543,1206,1
10733,28543,2922,1
10734,28543,4953,1
10735,28543,14613,1
10736,28543,8620,1
10737,28543,16111,1
10738,28543,25037,1
10739,28543,26613,1
10740,28543,47414,1
10741,28543,8571,1
10742,28543,33610,1
10743,28543,53368,1
10744,28543,22792,1
10745,28543,28271,1
10746,28543,49054,1
10747,28543,42228,1
10748,28543,49948,1
10749,28543,13751,1
10750,28543,11851,1
10751,28543,18900,1
10752,28543,23486,1
10753,28543,50,1
10754,28543,2576,1
10755,28543,40845,1
10756,28543,52526,1
10757,28566,9164,1
10758,28572,2438,1
10759,28572,5832,1
10760,28572,31577,1
10761,28572,23573,1
10762,28572,17144,1
10763,28572,6008,1
10764,28572,34924,1
10765,28572,46544,1
10766,28572,20764,1
10767,28576,17931,1
10768,28594,5595,1
10769,28610,11647,1
10770,28612,15316,1
10771,28613,19973,1
10772,28613,33544,1
10773,28613,31307,1
10774,28613,15278,1
10775,28613,18816,1
10776,28613,7950,1
10777,28613,22334,1
10778,28613,24310,1
10779,28613,36294,1
10780,28613,36050,1
10781,28613,41376,1
10782,28617,4975,1
10783,28632,23067,1
10784,28639,17255,1
10785,28657,32037,1
10786,28659,39946,1
10787,28669,28904,1
10788,28673,26605,1
10789,28673,31554,1
10790,28673,46569,1
10791,28673,31654,1
10792,28673,38858,1
10793,28673,748,1
10794,28675,49867,1
10795,28675,34205,1
10796,28686,16713,1
10797,28686,7819,1
10798,28686,7128,1
10799,28686,5112,1
10800,28686,35945,1
10801,28686,47471,1
10802,28686,52929,1
10803,28686,17931,1
10804,28686,9754,1
10805,28686,13475,1
10806,28686,31591,1
10807,28686,50862,1
10808,28686,18856,1
10809,28686,11039,1
10810,28686,35582,1
10811,28686,45165,1
10812,28686,10869,1
10813,28686,13892,1
10814,28686,17309,1
10815,28686,27180,1
10816,28686,21125,1
10817,28686,46146,1
10818,28686,36824,1
10819,28686,50283,1
10820,28686,19973,1
10821,28686,38180,1
10822,28686,14896,1
10823,28686,3932,1
10824,28686,41376,1
10825,28686,26605,1
10826,28686,50057,1
10827,28686,41308,1
10828,28686,27582,1
10829,28699,11013,1
10830,28704,6259,1
10831,28728,34205,1
10832,28728,28904,1
10833,28730,17255,1
10834,28735,53401,1
10835,28735,19265,1
10836,28735,748,1
10837,28735,45101,1
10838,28735,10073,1
10839,28740,17255,1
10840,28758,28904,1
10841,28758,8392,1
10842,28758,14855,1
10843,28758,11013,1
10844,28758,34205,1
10845,28758,32305,1
10846,28767,43301,1
10847,28767,15794,1
10848,28789,38180,1
10849,28789,34205,1
10850,28792,12066,1
10851,28792,16885,1
10852,28792,43318,1
10853,28799,44802,1
10854,28803,17311,1
10855,28808,4092,1
10856,28816,36363,1
10857,28838,1590,1
10858,28838,13035,1
10859,28843,13518,1
10860,28843,33485,1
10861,28843,118,1
10862,28863,28241,1
10863,28868,42731,1
10864,28871,28904,1
10865,28871,3923,1
10866,28871,42800,1
10867,28871,38180,1
10868,28873,31138,1
10869,28890,34205,1
10870,28899,28904,1
10871,28899,34205,1
10872,28901,14066,1
10873,28904,11129,1
10874,28904,33335,1
10875,28904,33052,1
10876,28904,126,1
10877,28904,25164,1
10878,28904,35499,1
10879,28904,34479,1
10880,28904,14145,1
10881,28904,2337,1
10882,28904,37115,1
10883,28904,24459,1
10884,28904,30633,1
10885,28904,4608,1
10886,28904,48771,1
10887,28904,45272,1
10888,28904,16076,1
10889,28904,36593,1
10890,28904,48055,1
10891,28904,13218,1
10892,28904,7598,1
10893,28904,36569,1
10894,28904,47905,1
10895,28904,34491,1
10896,28904,7234,1
10897,28904,37173,1
10898,28904,9725,1
10899,28904,11042,1
10900,28904,15382,1
10901,28904,1451,1
10902,28904,34941,1
10903,28904,32572,1
10904,28904,37503,1
10905,28904,30787,1
10906,28904,25752,1
10907,28904,46501,1
10908,28904,3225,1
10909,28904,44613,1
10910,28904,45495,1
10911,28904,37826,1
10912,28904,158,1
10913,28904,19997,1
10914,28904,51481,1
10915,28904,40071,1
10916,28904,50467,1
10917,28904,9269,1
10918,28904,28822,1
10919,28904,52187,1
10920,28904,20357,1
10921,28904,49205,1
10922,28904,5469,1
10923,28904,7800,1
10924,28904,14064,1
10925,28904,11384,1
10926,28904,1483,1
10927,28904,10940,1
10928,28904,29593,1
10929,28904,22177,1
10930,28904,27248,1
10931,28904,10729,1
10932,28904,39558,1
10933,28904,23893,1
10934,28904,1741,1
10935,28904,37875,1
10936,28904,46339,1
10937,28904,47323,1
10938,28904,32899,1
10939,28904,27807,1
10940,28904,7877,1
10941,28904,47831,1
10942,28904,4739,1
10943,28904,48001,1
10944,28904,1701,1
10945,28904,21511,1
10946,28904,27904,1
10947,28904,752,1
10948,28904,20864,1
10949,28904,23755,1
10950,28904,20085,1
10951,28904,18108,1
10952,28904,5440,1
10953,28904,17845,1
10954,28904,22512,1
10955,28904,48291,1
10956,28904,48006,1
10957,28904,13066,1
10958,28904,37134,1
10959,28904,3268,1
10960,28904,52389,1
10961,28904,148,1
10962,28904,36095,1
10963,28904,6560,1
10964,28904,43495,1
10965,28904,7713,1
10966,28904,6284,1
10967,28904,40862,1
10968,28904,37399,1
