a	b
18969	10917
18970	10918
18972	10919
18973	10920
18974	10921
18976	10922
18978	10923
18980	10924
18982	10925
18986	10926
18988	10927
18989	10928
18990	10929
18991	10930
18992	10931
18993	10932
18994	10933
18996	10934
18998	10935
18999	10936
19001	10937
19003	10938
19004	10939
19005	10940
19006	10941
19007	10942
19009	10943
19010	10944
19011	10945
19012	10946
19017	10947
19018	10948
19020	10949
19021	10950
19022	10951
19024	10952
19029	10953
19031	10954
19040	10955
19042	10956
19043	10957
19047	10958
19048	10959
19049	10960
19050	10961
19057	10962
19058	10963
19060	10964
19061	10965
19062	10966
19063	10967
19064	10968
19065	10969
19067	10970
19068	10971
19069	10972
19071	10973
19074	10974
19075	10975
19076	10976
19077	10977
19078	10978
19079	10979
19080	10980
19081	10981
19083	10982
19084	10983
19085	10984
19086	10985
19087	10986
19088	10987
19089	10988
19090	10989
19095	10990
19096	10991
19097	10992
19098	10993
19099	10994
19100	10995
19101	10996
19102	10997
19107	10998
19108	10999
19109	11000
19110	11001
19113	11002
19115	11003
19119	11004
19120	11005
19121	11006
19122	11007
19126	11008
19127	11009
19130	11010
19132	11011
19135	11012
19137	11013
19141	11014
19142	11015
19144	11016
19151	11017
19152	11018
19155	11019
19156	11020
19158	11021
19159	11022
19160	11023
19161	11024
19163	11025
19164	11026
19166	11027
19167	11028
19169	11029
19170	11030
19176	11031
19177	11032
19179	11033
19180	11034
19181	11035
19188	11036
19190	11037
19192	11038
19193	11039
19195	11040
19197	11041
19198	11042
19199	11043
19202	11044
19204	11045
19205	11046
19206	11047
19209	11048
19212	11049
19214	11050
19218	11051
19219	11052
19221	11053
19223	11054
19226	11055
19229	11056
19233	11057
19236	11058
19238	11059
19239	11060
19241	11061
19243	11062
19244	11063
19245	11064
19246	11065
19247	11066
19248	11067
19249	11068
19250	11069
19253	11070
19255	11071
19256	11072
19259	11073
19260	11074
19262	11075
19263	11076
19265	11077
19266	11078
19270	11079
19272	11080
19273	11081
19275	11082
19276	11083
19277	11084
19278	11085
19279	11086
19281	11087
19282	11088
19287	11089
19288	11090
19289	11091
19291	11092
19295	11093
19296	11094
19297	11095
19298	11096
19300	11097
19301	11098
19302	11099
19303	11100
19304	11101
19305	11102
19306	11103
19307	11104
19308	11105
19309	11106
19310	11107
19313	11108
19315	11109
19316	11110
19317	11111
19318	11112
19320	11113
19322	11114
19328	11115
19329	11116
19331	11117
19334	11118
19335	11119
19336	11120
19338	11121
19340	11122
19341	11123
19343	11124
19345	11125
19347	11126
19348	11127
19350	11128
19351	11129
19352	11130
19353	11131
19357	11132
19358	11133
19360	11134
19361	11135
19362	11136
19364	11137
19366	11138
19367	11139
19368	11140
19371	11141
19375	11142
19378	11143
19379	11144
19380	11145
19381	11146
19382	11147
19386	11148
19388	11149
19389	11150
19390	11151
19392	11152
19394	11153
19395	11154
19396	11155
19397	11156
19398	11157
19400	11158
19401	11159
19402	11160
19403	11161
19406	11162
19409	11163
19413	11164
19416	11165
19417	11166
19418	11167
19420	11168
19421	11169
19422	11170
19423	11171
19425	11172
19426	11173
19429	11174
19430	11175
19431	11176
19432	11177
19433	11178
19434	11179
19436	11180
19441	11181
19442	11182
19443	11183
19446	11184
19449	11185
19450	11186
19451	11187
19452	11188
19456	11189
19457	11190
19458	11191
19461	11192
19463	11193
19464	11194
19466	11195
19467	11196
19468	11197
19470	11198
19471	11199
19472	11200
19473	11201
19474	11202
19475	11203
19476	11204
19477	11205
19478	11206
19479	11207
19480	11208
19481	11209
19482	11210
19484	11211
19486	11212
19487	11213
19488	11214
19494	11215
19495	11216
19496	11217
19498	11218
19500	11219
19501	11220
19502	11221
19505	11222
19506	11223
19509	11224
19511	11225
19512	11226
19513	11227
19514	11228
19515	11229
19517	11230
19520	11231
19527	11232
19528	11233
19529	11234
19533	11235
19534	11236
19535	11237
19536	11238
19538	11239
19540	11240
19543	11241
19544	11242
19545	11243
19546	11244
19548	11245
19549	11246
19550	11247
19551	11248
19552	11249
19556	11250
19558	11251
19559	11252
19560	11253
19561	11254
19562	11255
19564	11256
19565	11257
19567	11258
19568	11259
19569	11260
19570	11261
19571	11262
19574	11263
19575	11264
19577	11265
19578	11266
19584	11267
19585	11268
19587	11269
19589	11270
19590	11271
19591	11272
19592	11273
19593	11274
19597	11275
19598	11276
19599	11277
19601	11278
19602	11279
19604	11280
19605	11281
19609	11282
19612	11283
19615	11284
19616	11285
19617	11286
19619	11287
19621	11288
19626	11289
19629	11290
19632	11291
19638	11292
19639	11293
19640	11294
19643	11295
19644	11296
19645	11297
19646	11298
19648	11299
19649	11300
19651	11301
19652	11302
19654	11303
19655	11304
19656	11305
19657	11306
19658	11307
19660	11308
19662	11309
19663	11310
19664	11311
19665	11312
19666	11313
19667	11314
19668	11315
19669	11316
19670	11317
19672	11318
19674	11319
19676	11320
19677	11321
19681	11322
19683	11323
19684	11324
19685	11325
19686	11326
19687	11327
19689	11328
19690	11329
19691	11330
19692	11331
19693	11332
19694	11333
19696	11334
19697	11335
19700	11336
19702	11337
19703	11338
19704	11339
19705	11340
19706	11341
19708	11342
19710	11343
19711	11344
19712	11345
19713	11346
19714	11347
19715	11348
19718	11349
19719	11350
19721	11351
19723	11352
19724	11353
19726	11354
19729	11355
19730	11356
19734	11357
19736	11358
19738	11359
19749	11360
19750	11361
19752	11362
19753	11363
19754	11364
19756	11365
19759	11366
19761	11367
19765	11368
19766	11369
19767	11370
19768	11371
19769	11372
19772	11373
19773	11374
19778	11375
19780	11376
19781	11377
19782	11378
19783	11379
19787	11380
19788	11381
19789	11382
19790	11383
19792	11384
19793	11385
19795	11386
19796	11387
19798	11388
19799	11389
19800	11390
19802	11391
19807	11392
19809	11393
19810	11394
19812	11395
19813	11396
19816	11397
19817	11398
19819	11399
19821	11400
19822	11401
19823	11402
19825	11403
19830	11404
19831	11405
19832	11406
19833	11407
19834	11408
19836	11409
19839	11410
19840	11411
19841	11412
19842	11413
19845	11414
19846	11415
19849	11416
19850	11417
19852	11418
19854	11419
19855	11420
19857	11421
19860	11422
19867	11423
19868	11424
19872	11425
19874	11426
19875	11427
19876	11428
19878	11429
19879	11430
19881	11431
19882	11432
19883	11433
19885	11434
19886	11435
19890	11436
19892	11437
19896	11438
19897	11439
19899	11440
19900	11441
19902	11442
19903	11443
19904	11444
19905	11445
19906	11446
19910	11447
19912	11448
19914	11449
19915	11450
19916	11451
19917	11452
19918	11453
19921	11454
19924	11455
19925	11456
19926	11457
19929	11458
19930	11459
19931	11460
19932	11461
19935	11462
19936	11463
19937	11464
19938	11465
19940	11466
19942	11467
19943	11468
19944	11469
19945	11470
19947	11471
19948	11472
19952	11473
19954	11474
19955	11475
19956	11476
19958	11477
19960	11478
19961	11479
19962	11480
19963	11481
19964	11482
19965	11483
19966	11484
19968	11485
19969	11486
19972	11487
19973	11488
19974	11489
19975	11490
19976	11491
19979	11492
19980	11493
19981	11494
19983	11495
19984	11496
19986	11497
19989	11498
19991	11499
19992	11500
19993	11501
19995	11502
19996	11503
20000	11504
20002	11505
20003	11506
20006	11507
20007	11508
20009	11509
20011	11510
20014	11511
20015	11512
20017	11513
20019	11514
20020	11515
20021	11516
20022	11517
20023	11518
20024	11519
20025	11520
20027	11521
20029	11522
20031	11523
20032	11524
20033	11525
20034	11526
20035	11527
20036	11528
20040	11529
20041	11530
20043	11531
20044	11532
20048	11533
20051	11534
20052	11535
20053	11536
20055	11537
20057	11538
20059	11539
20061	11540
20062	11541
20063	11542
20064	11543
20066	11544
20067	11545
20068	11546
20071	11547
20076	11548
20077	11549
20078	11550
20079	11551
20080	11552
20082	11553
20084	11554
20085	11555
20086	11556
20087	11557
20088	11558
20089	11559
20091	11560
20092	11561
20093	11562
20097	11563
20099	11564
20102	11565
20103	11566
20104	11567
20105	11568
20108	11569
20110	11570
20111	11571
20113	11572
20115	11573
20116	11574
20117	11575
20119	11576
20120	11577
20121	11578
20122	11579
20123	11580
20128	11581
20129	11582
20130	11583
20131	11584
20133	11585
20134	11586
20137	11587
20139	11588
20140	11589
20141	11590
20142	11591
20144	11592
20145	11593
20150	11594
20151	11595
20152	11596
20156	11597
20157	11598
20162	11599
20164	11600
20165	11601
20170	11602
20171	11603
20174	11604
20177	11605
20186	11606
20188	11607
20190	11608
20191	11609
20195	11610
20197	11611
20199	11612
20200	11613
20201	11614
20202	11615
20207	11616
20208	11617
20209	11618
20210	11619
20212	11620
20213	11621
20214	11622
20216	11623
20220	11624
20222	11625
20223	11626
20225	11627
20226	11628
20227	11629
20228	11630
20229	11631
20234	11632
20235	11633
20236	11634
20237	11635
20242	11636
20245	11637
20246	11638
20247	11639
20248	11640
20250	11641
20251	11642
20254	11643
20255	11644
20258	11645
20259	11646
20261	11647
20262	11648
20264	11649
20266	11650
20267	11651
20268	11652
20271	11653
20272	11654
20274	11655
20277	11656
20278	11657
20279	11658
20280	11659
20281	11660
20282	11661
20283	11662
20284	11663
20285	11664
20286	11665
20287	11666
20288	11667
20289	11668
20291	11669
20294	11670
20295	11671
20296	11672
20299	11673
20301	11674
20303	11675
20304	11676
20305	11677
20306	11678
20307	11679
20308	11680
20312	11681
20314	11682
20315	11683
20318	11684
20319	11685
20320	11686
20321	11687
20325	11688
20326	11689
20328	11690
20329	11691
20333	11692
20335	11693
20336	11694
20338	11695
20339	11696
20342	11697
20345	11698
20346	11699
20348	11700
20349	11701
20352	11702
20354	11703
20357	11704
20360	11705
20362	11706
20364	11707
20365	11708
20366	11709
20368	11710
20370	11711
20371	11712
20373	11713
20374	11714
20375	11715
20376	11716
20379	11717
20382	11718
20384	11719
20385	11720
20386	11721
20387	11722
20389	11723
20391	11724
20392	11725
20393	11726
20395	11727
20398	11728
20399	11729
20401	11730
20402	11731
20405	11732
20406	11733
20408	11734
20411	11735
20412	11736
20419	11737
20420	11738
20421	11739
20423	11740
20424	11741
20427	11742
20428	11743
20429	11744
20430	11745
20431	11746
20435	11747
20436	11748
20437	11749
20438	11750
20439	11751
20442	11752
20444	11753
20448	11754
20449	11755
20451	11756
20452	11757
20454	11758
20460	11759
20462	11760
20464	11761
20466	11762
20468	11763
20469	11764
20471	11765
20472	11766
20473	11767
20474	11768
20475	11769
20476	11770
20478	11771
20479	11772
20482	11773
20483	11774
20485	11775
20486	11776
20489	11777
20490	11778
20491	11779
20493	11780
20494	11781
20495	11782
20496	11783
20498	11784
20499	11785
20502	11786
20504	11787
20506	11788
20508	11789
20509	11790
20510	11791
20512	11792
20513	11793
20514	11794
20515	11795
20516	11796
20523	11797
20524	11798
20525	11799
20531	11800
20532	11801
20533	11802
20536	11803
20537	11804
20538	11805
20539	11806
20541	11807
20543	11808
20545	11809
20547	11810
20548	11811
20549	11812
20551	11813
20553	11814
20554	11815
20555	11816
20559	11817
20560	11818
20562	11819
20563	11820
20564	11821
20565	11822
20566	11823
20567	11824
20570	11825
20573	11826
20574	11827
20575	11828
20576	11829
20577	11830
20578	11831
20579	11832
20580	11833
20583	11834
20584	11835
20586	11836
20588	11837
20589	11838
20590	11839
20591	11840
20592	11841
20593	11842
20594	11843
20597	11844
20599	11845
20604	11846
20607	11847
20609	11848
20610	11849
20611	11850
20612	11851
20613	11852
20614	11853
20617	11854
20619	11855
20621	11856
20623	11857
20624	11858
20626	11859
20628	11860
20632	11861
20633	11862
20641	11863
20643	11864
20644	11865
20645	11866
20646	11867
20647	11868
20649	11869
20652	11870
20653	11871
20654	11872
20658	11873
20661	11874
20662	11875
20665	11876
20668	11877
20669	11878
20671	11879
20677	11880
20678	11881
20679	11882
20682	11883
20686	11884
20690	11885
20691	11886
20693	11887
20694	11888
20695	11889
20700	11890
20701	11891
20706	11892
20707	11893
20708	11894
20709	11895
20712	11896
20713	11897
20714	11898
20715	11899
20716	11900
20720	11901
20722	11902
20723	11903
20724	11904
20725	11905
20727	11906
20728	11907
20729	11908
20731	11909
20732	11910
20733	11911
20737	11912
20739	11913
20740	11914
20741	11915
20743	11916
20746	11917
20748	11918
20749	11919
20750	11920
20755	11921
20756	11922
20757	11923
20758	11924
20763	11925
20769	11926
20770	11927
20771	11928
20776	11929
20779	11930
20780	11931
20781	11932
20782	11933
20784	11934
20785	11935
20786	11936
20787	11937
20789	11938
20790	11939
20791	11940
20792	11941
20794	11942
20795	11943
20798	11944
20799	11945
20800	11946
20801	11947
20803	11948
20805	11949
20806	11950
20810	11951
20811	11952
20813	11953
20814	11954
20817	11955
20819	11956
20821	11957
20826	11958
20827	11959
20828	11960
20830	11961
20831	11962
20833	11963
20834	11964
20835	11965
20836	11966
20837	11967
20838	11968
20839	11969
20840	11970
20842	11971
20844	11972
20845	11973
20846	11974
20849	11975
20850	11976
20851	11977
20852	11978
20853	11979
20854	11980
20855	11981
20856	11982
20858	11983
20859	11984
20860	11985
20865	11986
20866	11987
20867	11988
20870	11989
20871	11990
20872	11991
20873	11992
20876	11993
20877	11994
20878	11995
20879	11996
20881	11997
20882	11998
20883	11999
20884	12000
20887	12001
20894	12002
20895	12003
20898	12004
20899	12005
20900	12006
20901	12007
20903	12008
20905	12009
20906	12010
20907	12011
20908	12012
20909	12013
20910	12014
20912	12015
20913	12016
20915	12017
20916	12018
20918	12019
20921	12020
20922	12021
20924	12022
20926	12023
20928	12024
20929	12025
20930	12026
20932	12027
20933	12028
20936	12029
20937	12030
20938	12031
20944	12032
20945	12033
20947	12034
20950	12035
20954	12036
20955	12037
20956	12038
20958	12039
20962	12040
20963	12041
20964	12042
20965	12043
20966	12044
20968	12045
20969	12046
20970	12047
20972	12048
20973	12049
20975	12050
20976	12051
20979	12052
20981	12053
20982	12054
20983	12055
20984	12056
20986	12057
20987	12058
20988	12059
20992	12060
20993	12061
20996	12062
20997	12063
21000	12064
21001	12065
21002	12066
21003	12067
21006	12068
21008	12069
21010	12070
21013	12071
21015	12072
21017	12073
21018	12074
21020	12075
21022	12076
21024	12077
21025	12078
21029	12079
21030	12080
21031	12081
21032	12082
21033	12083
21035	12084
21036	12085
21038	12086
21039	12087
21040	12088
21041	12089
21042	12090
21043	12091
21044	12092
21045	12093
21046	12094
21048	12095
21050	12096
21053	12097
21057	12098
21058	12099
21059	12100
21061	12101
21063	12102
21064	12103
21066	12104
21067	12105
21068	12106
21071	12107
21073	12108
21074	12109
21075	12110
21076	12111
21077	12112
21081	12113
21083	12114
21084	12115
21087	12116
21088	12117
21089	12118
21093	12119
21094	12120
21095	12121
21096	12122
21099	12123
21101	12124
21102	12125
21103	12126
21104	12127
21105	12128
21106	12129
21107	12130
21109	12131
21111	12132
21112	12133
21113	12134
21114	12135
21118	12136
21119	12137
21120	12138
21121	12139
21127	12140
21131	12141
21132	12142
21134	12143
21135	12144
21136	12145
21137	12146
21138	12147
21139	12148
21141	12149
21143	12150
21144	12151
21145	12152
21148	12153
21151	12154
21152	12155
21153	12156
21154	12157
21158	12158
21159	12159
21166	12160
21168	12161
21169	12162
21171	12163
21172	12164
21174	12165
21175	12166
21178	12167
21180	12168
21182	12169
21183	12170
21186	12171
21188	12172
21191	12173
21192	12174
21194	12175
21195	12176
21196	12177
21197	12178
21198	12179
21199	12180
21201	12181
21203	12182
21204	12183
21205	12184
21207	12185
21209	12186
21211	12187
21213	12188
21215	12189
21219	12190
21221	12191
21223	12192
21226	12193
21228	12194
21229	12195
21230	12196
21231	12197
21232	12198
21233	12199
21234	12200
21235	12201
21236	12202
21237	12203
21240	12204
21241	12205
21242	12206
21243	12207
21244	12208
21245	12209
21248	12210
21251	12211
21252	12212
21254	12213
21256	12214
21258	12215
21260	12216
21261	12217
21263	12218
21264	12219
21265	12220
21266	12221
21268	12222
21270	12223
21271	12224
21273	12225
21274	12226
21275	12227
21276	12228
21279	12229
21282	12230
21283	12231
21284	12232
21285	12233
21288	12234
21289	12235
21290	12236
21291	12237
21294	12238
21296	12239
21297	12240
21298	12241
21299	12242
21300	12243
21301	12244
21304	12245
21305	12246
21308	12247
21310	12248
21311	12249
21313	12250
21314	12251
21317	12252
21318	12253
21319	12254
21320	12255
21323	12256
21325	12257
21327	12258
21329	12259
21330	12260
21331	12261
21333	12262
21335	12263
21336	12264
21337	12265
21342	12266
21345	12267
21346	12268
21351	12269
21354	12270
21356	12271
21357	12272
21358	12273
21359	12274
21361	12275
21362	12276
21364	12277
21365	12278
21366	12279
21368	12280
21369	12281
21372	12282
21374	12283
21376	12284
21378	12285
21379	12286
21380	12287
21382	12288
21384	12289
21385	12290
21386	12291
21388	12292
21389	12293
21390	12294
21391	12295
21392	12296
21393	12297
21394	12298
21395	12299
21397	12300
21400	12301
21401	12302
21403	12303
21404	12304
21406	12305
21407	12306
21408	12307
21409	12308
21410	12309
21412	12310
21414	12311
21415	12312
21418	12313
21419	12314
21421	12315
21422	12316
21425	12317
21427	12318
21429	12319
21431	12320
21434	12321
21436	12322
21437	12323
21442	12324
21444	12325
21446	12326
21448	12327
21449	12328
21450	12329
21451	12330
21453	12331
21455	12332
21456	12333
21458	12334
21460	12335
21463	12336
21464	12337
21465	12338
21466	12339
21467	12340
21471	12341
21472	12342
21473	12343
21476	12344
21480	12345
21481	12346
21483	12347
21484	12348
21485	12349
21487	12350
21489	12351
21491	12352
21495	12353
21498	12354
21499	12355
21501	12356
21502	12357
21503	12358
21504	12359
21506	12360
21507	12361
21508	12362
21510	12363
21512	12364
21513	12365
21514	12366
21515	12367
21516	12368
21517	12369
21519	12370
21528	12371
21529	12372
21530	12373
21532	12374
21533	12375
21537	12376
21541	12377
21542	12378
21545	12379
21547	12380
21549	12381
21551	12382
21553	12383
21554	12384
21556	12385
21557	12386
21560	12387
21561	12388
21562	12389
21563	12390
21564	12391
21566	12392
21567	12393
21568	12394
21570	12395
21573	12396
21575	12397
21576	12398
21579	12399
21580	12400
21585	12401
21586	12402
21588	12403
21590	12404
21591	12405
21593	12406
21594	12407
21595	12408
21596	12409
21597	12410
21598	12411
21599	12412
21600	12413
21601	12414
21602	12415
21603	12416
21605	12417
21606	12418
21607	12419
21616	12420
21617	12421
21619	12422
21620	12423
21623	12424
21624	12425
21625	12426
21627	12427
21629	12428
21630	12429
21632	12430
21633	12431
21634	12432
21635	12433
21636	12434
21637	12435
21638	12436
21639	12437
21640	12438
21641	12439
21642	12440
21645	12441
21646	12442
21647	12443
21648	12444
21649	12445
21650	12446
21652	12447
21653	12448
21654	12449
21655	12450
21657	12451
21658	12452
21659	12453
21660	12454
21662	12455
21666	12456
21669	12457
21671	12458
21672	12459
21673	12460
21674	12461
21675	12462
21677	12463
21678	12464
21680	12465
21681	12466
21682	12467
21683	12468
21684	12469
21685	12470
21686	12471
21687	12472
21688	12473
21690	12474
21691	12475
21692	12476
21693	12477
21696	12478
21697	12479
21698	12480
21699	12481
21701	12482
21705	12483
21706	12484
21708	12485
21710	12486
21713	12487
21714	12488
21715	12489
21718	12490
21722	12491
21723	12492
21724	12493
21726	12494
21730	12495
21731	12496
21736	12497
21737	12498
21741	12499
21742	12500
21743	12501
21744	12502
21745	12503
21749	12504
21750	12505
21751	12506
21752	12507
21754	12508
21755	12509
21756	12510
21757	12511
21758	12512
21760	12513
21761	12514
21763	12515
21767	12516
21768	12517
21769	12518
21771	12519
21773	12520
21775	12521
21777	12522
21778	12523
21782	12524
21783	12525
21787	12526
21788	12527
21790	12528
21792	12529
21793	12530
21794	12531
21795	12532
21797	12533
21798	12534
21799	12535
21800	12536
21801	12537
21803	12538
21804	12539
21806	12540
21808	12541
21811	12542
21812	12543
21813	12544
21814	12545
21817	12546
21818	12547
21819	12548
21824	12549
21826	12550
21828	12551
21829	12552
21831	12553
21832	12554
21833	12555
21834	12556
21836	12557
21838	12558
21839	12559
21841	12560
21843	12561
21845	12562
21846	12563
21847	12564
21848	12565
21849	12566
21850	12567
21853	12568
21854	12569
21855	12570
21857	12571
21859	12572
21864	12573
21866	12574
21868	12575
21869	12576
21870	12577
21871	12578
21872	12579
21873	12580
21874	12581
21875	12582
21879	12583
21880	12584
21881	12585
21882	12586
21884	12587
21885	12588
21889	12589
21891	12590
21893	12591
21894	12592
21897	12593
21900	12594
21901	12595
21902	12596
21904	12597
21905	12598
21906	12599
21908	12600
21911	12601
21915	12602
21917	12603
21920	12604
21922	12605
21924	12606
21925	12607
21926	12608
21927	12609
21928	12610
21929	12611
21931	12612
21932	12613
21933	12614
21934	12615
21936	12616
21938	12617
21939	12618
21942	12619
21943	12620
21947	12621
21948	12622
21949	12623
21950	12624
21951	12625
21952	12626
21953	12627
21954	12628
21959	12629
21961	12630
21962	12631
21966	12632
21967	12633
21969	12634
21970	12635
21971	12636
21974	12637
21975	12638
21976	12639
21978	12640
21980	12641
21982	12642
21987	12643
21991	12644
21992	12645
21994	12646
21995	12647
22000	12648
22002	12649
22009	12650
22012	12651
22013	12652
22014	12653
22015	12654
22016	12655
22019	12656
22021	12657
22022	12658
22023	12659
22024	12660
22029	12661
22031	12662
22032	12663
22033	12664
22034	12665
22035	12666
22036	12667
22037	12668
22038	12669
22042	12670
22043	12671
22044	12672
22045	12673
22046	12674
22047	12675
22048	12676
22049	12677
22050	12678
22051	12679
22052	12680
22054	12681
22055	12682
22057	12683
22058	12684
22059	12685
22060	12686
22061	12687
22064	12688
22065	12689
22067	12690
22069	12691
22071	12692
22075	12693
22077	12694
22080	12695
22082	12696
22084	12697
22087	12698
22088	12699
22090	12700
22092	12701
22094	12702
22095	12703
22099	12704
22102	12705
22103	12706
22104	12707
22105	12708
22107	12709
22109	12710
22112	12711
22114	12712
22115	12713
22116	12714
22117	12715
22120	12716
22122	12717
22123	12718
22125	12719
22129	12720
22130	12721
22132	12722
22133	12723
22135	12724
22138	12725
22139	12726
22141	12727
22145	12728
22146	12729
22150	12730
22151	12731
22153	12732
22154	12733
22155	12734
22157	12735
22160	12736
22161	12737
22163	12738
22164	12739
22166	12740
22167	12741
22168	12742
22169	12743
22170	12744
22171	12745
22172	12746
22174	12747
22175	12748
22176	12749
22181	12750
22185	12751
22186	12752
22187	12753
22188	12754
22189	12755
22193	12756
22195	12757
22196	12758
22198	12759
22199	12760
22200	12761
22201	12762
22205	12763
22206	12764
22210	12765
22211	12766
22214	12767
22215	12768
22218	12769
22219	12770
22222	12771
22225	12772
22227	12773
22229	12774
22230	12775
22231	12776
22232	12777
22233	12778
22234	12779
22235	12780
22237	12781
22238	12782
22239	12783
22240	12784
22241	12785
22242	12786
22243	12787
22244	12788
22245	12789
22246	12790
22247	12791
22250	12792
22251	12793
22252	12794
22255	12795
22257	12796
22265	12797
22270	12798
22271	12799
22273	12800
22274	12801
22279	12802
22281	12803
22282	12804
22286	12805
22288	12806
22289	12807
22290	12808
22291	12809
22292	12810
22293	12811
22294	12812
22295	12813
22297	12814
22299	12815
22300	12816
22301	12817
22302	12818
22303	12819
22304	12820
22307	12821
22308	12822
22309	12823
22311	12824
22312	12825
22315	12826
22316	12827
22317	12828
22318	12829
22319	12830
22321	12831
22322	12832
22323	12833
22324	12834
22325	12835
22326	12836
22327	12837
22329	12838
22331	12839
22333	12840
22335	12841
22338	12842
22342	12843
22343	12844
22344	12845
22345	12846
22347	12847
22348	12848
22349	12849
22350	12850
22353	12851
22354	12852
22355	12853
22361	12854
22364	12855
22367	12856
22368	12857
22370	12858
22371	12859
22372	12860
22373	12861
22374	12862
22377	12863
22378	12864
22379	12865
22385	12866
22387	12867
22389	12868
22391	12869
22392	12870
22393	12871
22394	12872
22395	12873
22396	12874
22398	12875
22399	12876
22400	12877
22401	12878
22403	12879
22405	12880
22407	12881
22408	12882
22409	12883
22410	12884
22413	12885
22415	12886
22416	12887
22417	12888
22418	12889
22419	12890
22424	12891
22425	12892
22427	12893
22428	12894
22430	12895
22435	12896
22436	12897
22437	12898
22439	12899
22441	12900
22445	12901
22447	12902
22450	12903
22451	12904
22452	12905
22454	12906
22455	12907
22456	12908
22457	12909
22458	12910
22459	12911
22461	12912
22463	12913
22466	12914
22467	12915
22468	12916
22470	12917
22471	12918
22472	12919
22474	12920
22475	12921
22476	12922
22479	12923
22480	12924
22481	12925
22482	12926
22483	12927
22485	12928
22486	12929
22487	12930
22488	12931
22489	12932
22492	12933
22493	12934
22495	12935
22496	12936
22497	12937
22498	12938
22499	12939
22502	12940
22503	12941
22504	12942
22506	12943
22507	12944
22508	12945
22510	12946
22511	12947
22512	12948
22513	12949
22516	12950
22519	12951
22520	12952
22521	12953
22522	12954
22523	12955
22526	12956
22531	12957
22533	12958
22536	12959
22537	12960
22538	12961
22539	12962
22540	12963
22541	12964
22544	12965
22546	12966
22547	12967
22551	12968
22552	12969
22553	12970
22556	12971
22557	12972
22559	12973
22561	12974
22564	12975
22565	12976
22568	12977
22569	12978
22571	12979
22572	12980
22574	12981
22575	12982
22578	12983
22579	12984
22580	12985
22582	12986
22583	12987
22584	12988
22586	12989
22587	12990
22588	12991
22589	12992
22591	12993
22594	12994
22595	12995
22596	12996
22597	12997
22598	12998
22599	12999
22600	13000
22602	13001
22604	13002
22606	13003
22607	13004
22609	13005
22610	13006
22611	13007
22613	13008
22616	13009
22618	13010
22619	13011
22621	13012
22622	13013
22623	13014
22625	13015
22626	13016
22627	13017
22630	13018
22632	13019
22633	13020
22634	13021
22639	13022
22642	13023
22643	13024
22644	13025
22645	13026
22647	13027
22648	13028
22651	13029
22652	13030
22654	13031
22658	13032
22659	13033
22660	13034
22661	13035
22663	13036
22664	13037
22665	13038
22666	13039
22671	13040
22674	13041
22677	13042
22678	13043
22680	13044
22682	13045
22686	13046
22687	13047
22688	13048
22689	13049
22690	13050
22692	13051
22693	13052
22694	13053
22695	13054
22696	13055
22697	13056
22703	13057
22704	13058
22705	13059
22707	13060
22709	13061
22710	13062
22712	13063
22714	13064
22716	13065
22719	13066
22721	13067
22723	13068
22726	13069
22727	13070
22728	13071
22730	13072
22731	13073
22733	13074
22735	13075
22736	13076
22742	13077
22743	13078
22744	13079
22746	13080
22747	13081
22750	13082
22752	13083
22755	13084
22758	13085
22759	13086
22762	13087
22763	13088
22765	13089
22766	13090
22768	13091
22770	13092
22772	13093
22774	13094
22775	13095
22776	13096
22778	13097
22780	13098
22784	13099
22785	13100
22786	13101
22787	13102
22790	13103
22791	13104
22792	13105
22794	13106
22795	13107
22797	13108
22798	13109
22799	13110
22800	13111
22801	13112
22804	13113
22805	13114
22807	13115
22808	13116
22811	13117
22814	13118
22815	13119
22817	13120
22818	13121
22819	13122
22821	13123
22822	13124
22823	13125
22825	13126
22827	13127
22829	13128
22830	13129
22831	13130
22833	13131
22835	13132
22836	13133
22839	13134
22842	13135
22844	13136
22846	13137
22847	13138
22848	13139
22849	13140
22853	13141
22855	13142
22856	13143
22858	13144
22860	13145
22861	13146
22864	13147
22865	13148
22868	13149
22869	13150
22871	13151
22872	13152
22874	13153
22875	13154
22876	13155
22877	13156
22878	13157
22879	13158
22880	13159
22881	13160
22882	13161
22884	13162
22889	13163
22890	13164
22892	13165
22895	13166
22896	13167
22900	13168
22901	13169
22902	13170
22903	13171
22908	13172
22909	13173
22911	13174
22912	13175
22915	13176
22917	13177
22919	13178
22920	13179
22921	13180
22922	13181
22925	13182
22926	13183
22927	13184
22928	13185
22930	13186
22935	13187
22936	13188
22937	13189
22938	13190
22939	13191
22940	13192
22941	13193
22943	13194
22944	13195
22945	13196
22946	13197
22948	13198
22949	13199
22950	13200
22952	13201
22953	13202
22956	13203
22957	13204
22958	13205
22959	13206
22961	13207
22962	13208
22963	13209
22964	13210
22966	13211
22969	13212
22972	13213
22974	13214
22976	13215
22977	13216
22978	13217
22980	13218
22981	13219
22983	13220
22985	13221
22987	13222
22989	13223
22992	13224
22993	13225
22994	13226
22995	13227
22997	13228
22999	13229
23004	13230
23007	13231
23008	13232
23009	13233
23010	13234
23011	13235
23013	13236
23014	13237
23015	13238
23018	13239
23019	13240
23021	13241
23022	13242
23024	13243
23027	13244
23031	13245
23033	13246
23034	13247
23035	13248
